# owner	field	kind	target
CWater	LavaModel	link	CModelLink
CWater	Sound	link	CSoundLink
CWeapon	AcquireTargetSorts	struct	STargetSorts
CWeapon	Cost	struct	SCost
CWeapon	CriticalEffect	link	CEffectLink
CWeapon	DisplayEffect	link	CEffectLink
CWeapon	Effect	link	CEffectLink
CWeapon	Marker	struct	SMarker
CWeapon	PostEffectBehavior	struct	SEffectBehavior
CWeapon	PreEffect	link	CEffectLink
CWeapon	PreEffectBehavior	struct	SEffectBehavior
CWeaponLegacy	AcquireTargetSorts	struct	STargetSorts
CWeaponLegacy	Cost	struct	SCost
CWeaponLegacy	CriticalEffect	link	CEffectLink
CWeaponLegacy	DisplayEffect	link	CEffectLink
CWeaponLegacy	Effect	link	CEffectLink
CWeaponLegacy	Marker	struct	SMarker
CWeaponLegacy	PathingAmmoUnit	link	CUnitLink
CWeaponLegacy	PostEffectBehavior	struct	SEffectBehavior
CWeaponLegacy	PreEffect	link	CEffectLink
CWeaponLegacy	PreEffectBehavior	struct	SEffectBehavior
CWeaponStrafe	AcquireTargetSorts	struct	STargetSorts
CWeaponStrafe	Cost	struct	SCost
CWeaponStrafe	CriticalEffect	link	CEffectLink
CWeaponStrafe	DisplayEffect	link	CEffectLink
CWeaponStrafe	Effect	link	CEffectLink
CWeaponStrafe	Marker	struct	SMarker
CWeaponStrafe	PostEffectBehavior	struct	SEffectBehavior
CWeaponStrafe	PreEffect	link	CEffectLink
CWeaponStrafe	PreEffectBehavior	struct	SEffectBehavior
SAbilAdd	Abil	link	CAbilLink
SAbilArmMagazineInfo	Alert	link	CAlertLink
SAbilArmMagazineInfo	Button	struct	SAbilCmdButton
SAbilArmMagazineInfo	Charge	struct	SCharge
SAbilArmMagazineInfo	Cooldown	struct	SCooldown
SAbilArmMagazineInfo	Unit	link	CUnitLink
SAbilBuildInfo	Alert	link	CAlertLink
SAbilBuildInfo	Button	struct	SAbilCmdButton
SAbilBuildInfo	Charge	struct	SCharge
SAbilBuildInfo	Cooldown	struct	SCooldown
SAbilBuildInfo	Unit	link	CUnitLink
SAbilBuildInfo	ValidatorArray	link	CValidatorLink
SAbilCmdButton	DefaultButtonFace	link	CButtonLink
SAbilInventoryInfo	Classes	link	CItemClassLink
SAbilInventoryInfo	Container	link	CItemContainerLink
SAbilInventoryInfo	EmptyFace	link	CButtonLink
SAbilInventoryInfo	Item	link	CUnitLink
SAbilLearnInfo	Abil	link	CAbilLink
SAbilLearnInfo	Alert	link	CAlertLink
SAbilLearnInfo	Button	struct	SAbilCmdButton
SAbilLearnInfo	Charge	struct	SCharge
SAbilLearnInfo	Cooldown	struct	SCooldown
SAbilMergeInfo	Charge	struct	SCharge
SAbilMergeInfo	Cooldown	struct	SCooldown
SAbilMergeInfo	Unit	link	CUnitLink
SAbilMorphInfo	SectionArray	struct	SAbilMorphSection
SAbilMorphInfo	Unit	link	CUnitLink
SAbilMorphSection	EffectArray	link	CEffectLink
SAbilPawnInfo	Button	struct	SAbilCmdButton
SAbilPawnInfo	Charge	struct	SCharge
SAbilPawnInfo	ClassesExcluded	link	CItemClassLink
SAbilPawnInfo	ClassRequired	link	CItemClassLink
SAbilPawnInfo	Cooldown	struct	SCooldown
SAbilPawnInfo	ValidatorArray	link	CValidatorLink
SAbilRallyInfo	AllowSetValidators	link	CValidatorLink
SAbilRallyInfo	SetValidators	link	CValidatorLink
SAbilRallyInfo	UseValidators	link	CValidatorLink
SAbilReplace	New	link	CAbilLink
SAbilReplace	Origin	link	CAbilLink
SAbilResearchInfo	Alert	link	CAlertLink
SAbilResearchInfo	Button	struct	SAbilCmdButton
SAbilResearchInfo	Charge	struct	SCharge
SAbilResearchInfo	Cooldown	struct	SCooldown
SAbilResearchInfo	Upgrade	link	CUpgradeLink
SAbilReviveCmdButton	DefaultButtonFace	link	CButtonLink
SAbilReviveCmdButton	ValidatorArray	link	CValidatorLink
SAbilReviveInfo	Alert	link	CAlertLink
SAbilReviveInfo	Charge	struct	SCharge
SAbilReviveInfo	Cooldown	struct	SCooldown
SAbilSpecializeInfo	Alert	link	CAlertLink
SAbilSpecializeInfo	Button	struct	SAbilCmdButton
SAbilSpecializeInfo	Charge	struct	SCharge
SAbilSpecializeInfo	Cooldown	struct	SCooldown
SAbilSpecializeInfo	Effect	link	CEffectLink
SAbilTargetCursorInfo	Allied	link	CCursorLink
SAbilTargetCursorInfo	Enemy	link	CCursorLink
SAbilTargetCursorInfo	Invalid	link	CCursorLink
SAbilTargetCursorInfo	Normal	link	CCursorLink
SAbilTrainInfo	Alert	link	CAlertLink
SAbilTrainInfo	Button	struct	SAbilCmdButton
SAbilTrainInfo	Charge	struct	SCharge
SAbilTrainInfo	Cooldown	struct	SCooldown
SAbilTrainInfo	Effect	link	CEffectLink
SAbilTrainInfo	Unit	link	CUnitLink
SAbilWarpTrainInfo	Alert	link	CAlertLink
SAbilWarpTrainInfo	Button	struct	SAbilCmdButton
SAbilWarpTrainInfo	Charge	struct	SCharge
SAbilWarpTrainInfo	Cooldown	struct	SCooldown
SAbilWarpTrainInfo	Unit	link	CUnitLink
SAccumulatedFixed	AccumulatorArray	link	CAccumulatorLink
SAccumulatedGameRate	AccumulatorArray	link	CAccumulatorLink
SAccumulatedGameTime	AccumulatorArray	link	CAccumulatorLink
SAccumulatedUInt32	AccumulatorArray	link	CAccumulatorLink
SAccumulatorSwitchCase	Accumulator	link	CAccumulatorLink
SAccumulatorSwitchCase	Validator	link	CValidatorLink
SActorActionTerrainSquib	Model	link	CModelLink
SActorActionTerrainSquib	Sound	link	CSoundLink
SActorAVCluster	Model	link	CModelLink
SActorAVCluster	ModelReaction	link	CModelLink
SActorAVCluster	Sound	link	CSoundLink
SActorAVPair	Model	link	CModelLink
SActorAVPair	Sound	link	CSoundLink
SActorCloakTransition	StateArray	struct	SActorCloakState
SActorDeathBodySquib	Model	link	CModelLink
SActorDeathBodySquib	ModelAttachQuery	struct	SAttachQuery
SActorDeathBodySquib	ModelSiteOps	struct	SActorSiteOpsData
SActorDeathBodySquib	Sound	link	CSoundLink
SActorDeathBodySquib	SoundAttachQuery	struct	SAttachQuery
SActorDeathBodySquib	SoundSiteOps	struct	SActorSiteOpsData
SActorDeathData	BodySquibs	struct	SActorDeathBodySquib
SActorDeathData	ModelLink	link	CModelLink
SActorDeathData	SoundLink	link	CSoundLink
SActorDeathData	VoiceLink	link	CSoundLink
SActorDeathDataCustom	BodySquibs	struct	SActorDeathBodySquib
SActorDeathDataCustom	ModelLink	link	CModelLink
SActorDeathDataCustom	SoundLink	link	CSoundLink
SActorDeathDataCustom	VoiceLink	link	CSoundLink
SActorHostedAttach	AttachQuery	struct	SAttachQuery
SActorHostedAttach	HostSiteOps	struct	SActorSiteOpsData
SActorHostedDelta	AttachQuerySource	struct	SAttachQuery
SActorHostedDelta	AttachQueryTarget	struct	SAttachQuery
SActorModelAspect	Model	link	CModelLink
SActorModelAspectSet	Aspects	struct	SActorModelAspect
SActorModelAspectSet	TriggerModel	link	CModelLink
SActorOverrideModel	Blend	struct	SActorOverrideBlendTime
SActorOverrideModel	Model	link	CModelLink
SActorOverrideModel	Transition	struct	SActorOverrideTransitionBlendTime
SActorPhysicsImpactData	ModelLink	link	CModelLink
SActorPhysicsImpactData	SiteOps	struct	SActorSiteOpsData
SActorPhysicsImpactData	SoundLink	link	CSoundLink
SActorProgressStage	Sound	link	CSoundLink
SActorQuerySubjectResponse	OnResponse	struct	SActorSendBasics
SActorRangeAbil	Link	link	CAbilLink
SActorRequest	Effect	link	CEffectLink
SActorSoundLayer	Sound	link	CSoundLink
SActorUnitImpactSoundExtras	Sound	link	CSoundLink
SActorUnitImpactSoundExtras	TriggerModel	link	CModelLink
SActorVisibilityShape	Shape	link	CShapeLink
SAddedOnData	BehaviorLink	link	CBehaviorLink
SAddedOnData	ParentBehaviorLink	link	CBehaviorLink
SAddedOnData	UnitLink	link	CUnitLink
SAIBuild	Race	link	CRaceLink
SArtifactRank	RequiredRewardArray	link	CRewardLink
SAttributeChange	Attribute	link	CBehaviorLink
SAttributePointsInfo	Attribute	link	CBehaviorLink
SBeaconInfo	Alert	link	CAlertLink
SBeaconInfo	Unit	link	CUnitLink
SBehaviorDuration	Duration	struct	SAccumulatedGameTime
SBehaviorDuration	ValidatorArray	link	CValidatorLink
SBehaviorFraction	Fraction	struct	SAccumulatedFixed
SCameraZoom	Param	struct	SCameraParam
SCampaignData	Movie	struct	SMovieConfig
SCampaignData	ProgressAchievement	link	CAchievementLink
SCampaignData	StorySoFarMovie	struct	SMovieConfig
SCardLayout	LayoutButtons	struct	SCardLayoutButton
SCardLayoutButton	Behavior	link	CBehaviorLink
SCardLayoutButton	Face	link	CButtonLink
SCardLayoutButton	SubmenuAbilState	link	CAbilLink
SChallenge	Achievement	link	CAchievementLink
SChallengeCategory	Challenge	struct	SChallenge
SCharacterVariation	Actor	link	CActorLink
SCharacterVariation	Model	link	CModelLink
SCommanderAbil	Abil	link	CAbilLink
SCommanderAbil	Button	link	CButtonLink
SCommanderMasteryTalent	Talent	link	CTalentLink
SCommanderTalentTree	Talent	link	CTalentLink
SCommanderTalentTree	Unit	link	CUnitLink
SCommanderUnit	Unit	link	CUnitLink
SCommanderUnit	Upgrade	link	CUnitLink
SConversationAction	State	link	CConversationStateLink
SConversationAction	User	struct	SConversationUserValue
SConversationActionSet	Actions	struct	SConversationAction
SConversationChoice	Actions	struct	SConversationAction
SConversationChoice	Conditions	struct	SConversationCondition
SConversationCondition	State	link	CConversationStateLink
SConversationCondition	User	struct	SConversationUserValue
SConversationConditionSet	Conditions	struct	SConversationCondition
SConversationGroup	Conditions	struct	SConversationCondition
SConversationJump	Conditions	struct	SConversationCondition
SConversationLine	Actions	struct	SConversationAction
SConversationLine	Conditions	struct	SConversationCondition
SConversationLine	ListenerCharacter	link	CCharacterLink
SConversationLine	Sound	link	CSoundLink
SConversationLine	SpeakerCharacter	link	CCharacterLink
SConversationRunActions	Actions	struct	SConversationAction
SConversationRunActions	Conditions	struct	SConversationCondition
SConversationStateIndex	InfoAbilCmd	struct	SConversationStateInfoAbilCmd
SConversationStateIndex	InfoModel	struct	SConversationStateInfoModel
SConversationStateIndex	InfoText	struct	SConversationStateInfoText
SConversationStateIndex	InfoUpgrade	struct	SConversationStateInfoUpgrade
SConversationStateIndex	InfoValue	struct	SConversationStateInfoValue
SConversationStateIndex	Variations	struct	SConversationStateVariation
SConversationStateInfoAbilCmd	Abil	link	CAbilLink
SConversationStateInfoModel	Model	link	CModelLink
SConversationStateInfoUpgrade	Upgrade	link	CUpgradeLink
SConversationUserValue	Type	link	CUserLink
SConversationWait	Conditions	struct	SConversationCondition
SCost	Charge	struct	SCharge
SCost	Cooldown	struct	SCooldown
SDamageResponse	BlockChance	struct	SAccumulatedFixed
SDamageResponse	Chance	struct	SAccumulatedFixed
SDamageResponse	Cost	struct	SCost
SDamageResponse	DeflectChance	struct	SAccumulatedFixed
SDamageResponse	ExcludeEffectArray	link	CEffectLink
SDamageResponse	ExcludeEffectInChainArray	link	CEffectLink
SDamageResponse	Exhausted	link	CEffectLink
SDamageResponse	Handled	link	CEffectLink
SDamageResponse	MissingChance	struct	SAccumulatedFixed
SDamageResponse	ModifyAmount	struct	SAccumulatedFixed
SDamageResponse	ModifyScoreArray	struct	SScoreValueUpdate
SDamageResponse	RequireEffectArray	link	CEffectLink
SDamageResponse	RequireEffectInChainArray	link	CEffectLink
SDamageResponse	ValidatorArray	link	CValidatorLink
SDeathResponse	Cost	struct	SCost
SDeathResponse	Effect	link	CEffectLink
SDSPArray	LinkArray	link	CDSPLink
SEffectBehavior	Behavior	link	CBehaviorLink
SEffectDamageArea	Validator	link	CValidatorLink
SEffectEnumArea	Effect	link	CEffectLink
SEffectMissileBounce	ImpactEffect	link	CEffectLink
SEffectModifyPlayerCost	Abil	link	CAbilLink
SEffectModifyPlayerCost	Charge	struct	SCharge
SEffectModifyPlayerCost	Cooldown	struct	SCooldown
SEffectModifyPlayerCost	Unit	struct	SEffectWhichUnit
SEffectModifyTurret	AimCompleteEffect	link	CEffectLink
SEffectModifyTurret	Target	struct	SEffectWhichLocation
SEffectModifyTurret	Turret	link	CTurretLink
SEffectModifyUnitCost	Behavior	link	CBehaviorLink
SEffectModifyUnitCost	Fraction	struct	SCostFactor
SEffectModifyUnitCost	Player	struct	SEffectWhichPlayer
SEffectModifyVital	Change	struct	SAccumulatedFixed
SEffectModifyVital	ChangeFraction	struct	SAccumulatedFixed
SEffectModifyVital	ScoreArray	struct	SScoreValueUpdate
SEffectModifyWeapon	Weapon	link	CWeaponLink
SEffectMover	Link	link	CMoverLink
SEffectSwitchCase	Effect	link	CEffectLink
SEffectSwitchCase	Validator	link	CValidatorLink
SEffectUpgrade	Upgrade	link	CUpgradeLink
SEffectWhichBehavior	Behavior	link	CBehaviorLink
SEffectWhichBehavior	Effect	link	CEffectLink
SEffectWhichLocation	Effect	link	CEffectLink
SEffectWhichPlayer	Effect	link	CEffectLink
SEffectWhichTimeScale	Effect	link	CEffectLink
SEffectWhichUnit	Effect	link	CEffectLink
SEmoticonPackCampaign	Campaign	link	CCampaignLink
SErrorOverride	GroupSound	link	CSoundLink
SErrorOverride	Sound	link	CSoundLink
SEventDataFootprint	Model	link	CModelLink
SEventDataSound	Sound	link	CSoundLink
SFlareInfo	Model	link	CModelLink
SFootprintLayer	Sets	struct	SFootprintBitSet
SGameCategory	Info	struct	SGameModeInfo
SGameCategory	Modes	struct	SGameModeInfo
SHerdNode	Link	link	CHerdNodeLink
SHeroAbil	Abil	link	CAbilLink
SHeroAbil	Button	link	CButtonLink
SHeroAbil	Unit	link	CUnitLink
SHeroAbilCategory	AbilArray	link	CHeroAbilLink
SHeroAITalentBuild	TalentsArray	link	CTalentLink
SHeroHeroicAbility	Abil	link	CAbilLink
SHeroLevelScaling	Ability	link	CAbilLink
SHeroLevelScaling	Modifications	struct	SHeroLevelModification
SHeroSpecificIntroVO	Question	link	CSoundLink
SHeroSpecificIntroVO	Response	link	CSoundLink
SHeroSpecificIntroVO	Target	link	CUnitLink
SHeroSpecificVO	Sound	link	CSoundLink
SHeroSpecificVO	Target	link	CUnitLink
SHeroStatModifier	Stat	link	CHeroStatLink
SHeroTalentTree	PrerequisiteTalentArray	link	CTalentLink
SHeroTalentTree	Talent	link	CTalentLink
SItemContainerSlot	Classes	link	CItemClassLink
SItemContainerSlot	EmptyFace	link	CButtonLink
SLightInfo	DirectionalLight	struct	SDirectionalLight
SLightInfo	LightRegions	struct	SLightRegionInfo
SLightInfo	Variations	struct	SVariationConfig
SLoadingScreenHelp	Race	link	CRaceLink
SLookAtType	Start	struct	SLookAtTypeInfo
SLookAtType	Stop	struct	SLookAtTypeInfo
SLootChoice	Child	link	CLootLink
SMissionCategory	Map	link	CMapLink
SModelVariation	TextureExpressionsForEdito	struct	STextureExpressionSpec
SModelVariation	TextureMatchesForEditor	struct	STextureMatchSpec
SModification	AbilLinkDisableArray	link	CAbilLink
SModification	AbilLinkEnableArray	link	CAbilLink
SModification	AdditiveAttackSpeedFactor	struct	SAccumulatedFixed
SModification	AdditiveMoveSpeedFactor	struct	SAccumulatedFixed
SModification	AttributeChangeArray	struct	SAttributeChange
SModification	BehaviorLinkDisableArray	link	CBehaviorLink
SModification	BehaviorLinkEnableArray	link	CBehaviorLink
SModification	DamageDealtFraction	struct	SAccumulatedFixed
SModification	DamageDealtUnscaled	struct	SAccumulatedFixed
SModification	DeathResponse	struct	SDeathResponse
SModification	EnergyDamageRatioBonus	struct	SAccumulatedFixed
SModification	LifeArmorBonus	struct	SAccumulatedFixed
SModification	ResourceDamageLeech	struct	SUnitResourceRatio
SModification	SoundArray	link	CSoundLink
SModification	TurretDisableArray	link	CTurretLink
SModification	TurretEnableArray	link	CTurretLink
SModification	VitalDamageGainArray	struct	SDamageKind
SModification	VitalDamageGainScoreArray	struct	SScoreValueUpdate
SModification	VitalDamageLeechArray	struct	SDamageKind
SModification	VitalDamageLeechScoreArray	struct	SScoreValueUpdate
SModification	VitalRegenArray	struct	SAccumulatedGameRate
SModification	WeaponArray	struct	SUnitWeaponData
SModification	WeaponDisableArray	link	CWeaponLink
SModification	WeaponEnableArray	link	CWeaponLink
SMotionPhase	Overlays	struct	SMotionOverlayPhase
SPhysicsMaterialMapping	PhysicsMaterialOverride	link	CPhysicsMaterialLink
SPowerStage	AbilAdd	struct	SAbilAdd
SPowerStage	AbilReplace	struct	SAbilReplace
SPowerStage	LevelGainEffect	link	CEffectLink
SPowerStage	LevelLossEffect	link	CEffectLink
SPowerStage	Modification	struct	SModification
SRequirementNode	Link	link	CRequirementNodeLink
SScoreValueUpdate	Validator	link	CValidatorLink
SScoreValueUpdate	Value	link	CScoreValueLink
SSkinModelGroup	Models	link	CModelLink
SSkinModelMacroRun	Macro	link	CActorLink
SSkinPackEntry	Reward	link	CRewardLink
SSkinPackEntry	RewardAlternate	link	CRewardLink
SSkinPackEntry	Unit	link	CUnitLink
SSkinPackEntry	UnitAlternate	link	CUnitLink
SSoundAsset	PortraitActor	link	CActorLink
SSoundAsset	PortraitModel	link	CModelLink
SSoundAsset	SyncPointRanges	struct	SSyncPointRange
SSoundData	DSPArray	link	CDSPLink
SSoundData	DupeFadeIn	struct	SVolumeFade
SSoundData	DupeFadeOut	struct	SVolumeFade
SSoundData	FogFadeIn	struct	SVolumeFade
SSoundData	FogFadeOut	struct	SVolumeFade
SSoundData	MaxFadeOut	struct	SVolumeFade
SSoundData	MuteFadeIn	struct	SVolumeFade
SSoundData	MuteFadeOut	struct	SVolumeFade
SSoundData	ReverbRolloffPoints	struct	SReverbRolloff
SSoundData	StartupDSPArray	link	CDSPLink
SSoundData	ThresholdPoints	struct	SVolumeThreshold
SSoundData	VolumeRolloffFadeIn	struct	SVolumeFade
SSoundData	VolumeRolloffFadeOut	struct	SVolumeFade
SSoundData	VolumeRolloffPoints	struct	SVolumeRolloff
SSoundtrackCue	SlaveLayers	struct	SSoundtrackSlaveLayer
SSoundtrackSection	Sound	link	CSoundLink
SSoundtrackSlaveLayer	Sections	struct	SSoundtrackSection
SSpawnInfo	Effect	link	CEffectLink
SSpawnInfo	Unit	link	CUnitLink
SSplatEmitterInitInfo	MaterialInfo	struct	SSplatEmitterMaterialInfo
SSplatEmitterInitInfo	ProjectorModel	link	CModelLink
SStartingUnit	Unit	link	CUnitLink
STacAbilData	AbilLink	link	CAbilLink
STalentAbilityModification	Modifications	struct	STalentModification
STalentAbilityModification	ModifiedAbilButton	link	CButtonLink
STalentAbilityModification	ModifyAbil	link	CAbilLink
STalentAbilityModification	OriginalAbilButton	link	CButtonLink
STalentRank	BehaviorArray	link	CBehaviorLink
STalentRank	Face	link	CButtonLink
STalentRank	Item	link	CUnitLink
STalentRank	Upgrade	link	CUpgradeLink
STargetFindEnumArea	Validator	link	CValidatorLink
STargetSorts	SortArray	link	CTargetSortLink
STerrainDoodad	Model	link	CModelLink
STerrainSquib	AttachQuery	struct	SAttachQuery
STerrainSquib	Visuals	struct	STerrainSquibVisual
STerrainSquibVisual	ModelLink	link	CModelLink
STerrainSquibVisual	TerrainPhysicsMaterial	link	CPhysicsMaterialLink
STextureDeclare	Adaptions	struct	STextureNameAdaption
STextureSheetEntry	TextureSheet	link	CTextureSheetLink
STooltipBlock	Face	link	CButtonLink
STooltipBlock	Validator	link	CValidatorLink
SUnitAbilData	Link	link	CAbilLink
SUnitAbilSound	GroupSound	link	CSoundLink
SUnitAbilSound	Sound	link	CSoundLink
SUnitBehaviorData	Link	link	CBehaviorLink
SUnitEquipment	Effect	link	CEffectLink
SUnitEquipment	Weapon	link	CWeaponLink
SUnitWeaponData	Link	link	CWeaponLink
SUnitWeaponData	Turret	link	CTurretLink
SUpgradeInfoWeapon	UpgradeEffect	link	CEffectLink
SUpgradeInfoWeapon	UpgradeWeapon	link	CWeaponLink
SUserField	UserType	link	CUserLink
SUserInstance	AbilCmd	struct	SUserInstanceAbilCmd
SUserInstance	Actor	struct	SUserInstanceActor
SUserInstance	Color	struct	SUserInstanceColor
SUserInstance	Compare	struct	SUserInstanceCompare
SUserInstance	Fixed	struct	SUserInstanceFixed
SUserInstance	GameLink	struct	SUserInstanceGameLink
SUserInstance	Image	struct	SUserInstanceImage
SUserInstance	Int	struct	SUserInstanceInt
SUserInstance	Model	struct	SUserInstanceModel
SUserInstance	Movie	struct	SUserInstanceMovie
SUserInstance	Sound	struct	SUserInstanceSound
SUserInstance	String	struct	SUserInstanceString
SUserInstance	Text	struct	SUserInstanceText
SUserInstance	Unit	struct	SUserInstanceUnit
SUserInstance	Upgrade	struct	SUserInstanceUpgrade
SUserInstance	User	struct	SUserInstanceUser
SUserInstanceAbilCmd	Abil	link	CAbilLink
SUserInstanceAbilCmd	Field	struct	SUserInstanceField
SUserInstanceActor	Actor	link	CActorLink
SUserInstanceActor	Field	struct	SUserInstanceField
SUserInstanceColor	Field	struct	SUserInstanceField
SUserInstanceCompare	Field	struct	SUserInstanceField
SUserInstanceFixed	Field	struct	SUserInstanceField
SUserInstanceGameLink	Field	struct	SUserInstanceField
SUserInstanceImage	Field	struct	SUserInstanceField
SUserInstanceInt	Field	struct	SUserInstanceField
SUserInstanceModel	Field	struct	SUserInstanceField
SUserInstanceModel	Model	link	CModelLink
SUserInstanceMovie	Field	struct	SUserInstanceField
SUserInstanceSound	Field	struct	SUserInstanceField
SUserInstanceSound	Sound	link	CSoundLink
SUserInstanceString	Field	struct	SUserInstanceField
SUserInstanceText	Field	struct	SUserInstanceField
SUserInstanceUnit	Field	struct	SUserInstanceField
SUserInstanceUnit	Unit	link	CUnitLink
SUserInstanceUpgrade	Field	struct	SUserInstanceField
SUserInstanceUpgrade	Upgrade	link	CUpgradeLink
SUserInstanceUser	Field	struct	SUserInstanceField
SUserInstanceUser	Type	link	CUserLink
SValidatorCondition	Return	link	CValidatorLink
SValidatorCondition	Test	link	CValidatorLink
SValidatorEnumArea	Validator	link	CValidatorLink
SValidatorFunction	Failure	link	CValidatorLink
SValidatorFunction	Ignored	link	CValidatorLink
SValidatorFunction	Return	link	CValidatorLink
SValidatorFunction	Success	link	CValidatorLink
SValidatorFunction	Test	link	CValidatorLink
SVeterancyLevel	LevelGainEffect	link	CEffectLink
